* Measurement data measured by REW V5.40 beta 100
* Source: EQ window target shape
* Format: 
* Dated: Sep 23, 2025 2:20:56 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target RMS + phase average
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
4561.401437 67.988
4594.455232 67.979
4627.748549 67.969
4661.283122 67.959
4695.060701 67.949
4729.083046 67.938
4763.351932 67.928
4797.869143 67.917
4832.636481 67.907
4867.655757 67.899
4902.928797 67.892
4938.457440 67.887
4974.243539 67.884
5010.288958 67.883
5046.595577 67.882
5083.165289 67.881
5120.000000 67.880
5157.101631 67.879
5194.472115 67.879
5232.113401 67.878
5270.027452 67.876
5308.216243 67.873
5346.681766 67.868
5385.426026 67.861
5424.451043 67.852
5463.758851 67.842
5503.351500 67.832
5543.231054 67.822
5583.399591 67.811
5623.859206 67.800
5664.612008 67.790
5705.660122 67.779
5747.005687 67.769
5788.650860 67.760
5830.597810 67.753
5872.848725 67.747
5915.405808 67.742
5958.271277 67.737
6001.447367 67.733
6044.936328 67.730
6088.740429 67.726
6132.861952 67.723
6177.303198 67.719
6222.066483 67.716
6267.154142 67.713
6312.568524 67.709
6358.311998 67.704
6404.386948 67.699
6450.795775 67.694
6497.540901 67.688
6544.624761 67.683
6592.049809 67.677
6639.818520 67.672
6687.933382 67.666
6736.396904 67.660
6785.211613 67.655
6834.380053 67.649
6883.904789 67.643
6933.788400 67.638
6984.033489 67.632
7034.642675 67.627
7085.618596 67.621
7136.963909 67.616
7188.681291 67.611
7240.773439 67.606
7293.243069 67.600
7346.092914 67.595
7399.325732 67.591
7452.944296 67.586
7506.951403 67.582
7561.349867 67.579
7616.142525 67.575
7671.332234 67.572
7726.921869 67.568
7782.914330 67.565
7839.312536 67.562
7896.119426 67.558
7953.337962 67.555
8010.971128 67.551
8069.021927 67.546
8127.493386 67.541
8186.388553 67.535
8245.710500 67.528
8305.462317 67.520
8365.647121 67.513
8426.268048 67.505
8487.328260 67.497
8548.830939 67.490
8610.779292 67.482
8673.176549 67.476
8736.025961 67.469
8799.330806 67.464
8863.094385 67.460
8927.320020 67.458
8992.011061 67.457
9057.170880 67.457
9122.802874 67.457
9188.910464 67.457
9255.497097 67.458
9322.566244 67.458
9390.121402 67.459
9458.166093 67.459
9526.703863 67.459
9595.738287 67.458
9665.272962 67.455
9735.311514 67.452
9805.857594 67.447
9876.914881 67.442
9948.487077 67.437
10020.577916 67.432
10093.191154 67.426
10166.330578 67.420
10240.000000 67.414
10314.203261 67.407
10388.944230 67.401
10464.226802 67.394
10540.054903 67.388
10616.432486 67.381
10693.363532 67.375
10770.852052 67.369
10848.902086 67.363
10927.517703 67.357
11006.703001 67.351
11086.462108 67.346
11166.799182 67.341
11247.718413 67.337
11329.224017 67.333
11411.320244 67.330
11494.011375 67.328
11577.301719 67.327
11661.195620 67.327
11745.697450 67.327
11830.811616 67.327
11916.542554 67.328
12002.894734 67.329
12089.872657 67.330
12177.480858 67.331
12265.723904 67.332
12354.606395 67.333
12444.132966 67.335
12534.308283 67.337
12625.137048 67.339
